question_no,source_id,direction,direction_display,transcript,source_audio_url,synthesis_audio_url,review_decision,selected_item_id,checkpoint,target_reference,accent_prediction,target_probability_pct,nisqa_mos,source_original_path,synthesis_original_path,internal_review_comments,item_id,target_ref_path,recall_tgt_hit,source_duration_sec,synthesis_duration_sec,target_duration_sec,target_spksim
Q018,BRE020,bri2ame,British to American,BUFFY THE VAMPIRE SLAYER IS AN AMERICAN FRANCHISE WHICH SPANS SEVERAL MEDIA AND GENRES,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/bri2ame/Q018__BRE020__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/bri2ame/Q018__BRE020__phonos.wav,Selected,bri2ame::BRE020::r1_epoch13::CLB,r1_epoch13,CLB,north_american,95.27173042297365,4.0296135,/data/waris/code/PHONOSv2/evaluation/final/british/m_06592/wav/som_06592_00529433403.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/bri2ame/BRE020/r1_epoch13/CLB.wav,,bri2ame::BRE020::r1_epoch13::CLB,/data/waris/code/PHONOSv2/evaluation/speakers/ame/CLB.wav,1,7.936,7.94,3.685,0.845203161239624
Q019,BRE024,bri2ame,British to American,MAINTAINING THE RATIO THERE WERE SIX WINDOWS DOWN EACH SIDE AND TWO AT EITHER END,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/bri2ame/Q019__BRE024__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/bri2ame/Q019__BRE024__phonos.wav,Selected,bri2ame::BRE024::r1_epoch13::SLT,r1_epoch13,SLT,australasian,0.2190144732594399,4.7118797,/data/waris/code/PHONOSv2/evaluation/final/british/m_09799/wav/som_09799_01678717770.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/bri2ame/BRE024/r1_epoch13/SLT.wav,,bri2ame::BRE024::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,0,5.5466875,5.56,3.355,0.8712540864944458
Q020,BRE031,bri2ame,British to American,DECISION FATIGUE MAY ALSO LEAD TO CONSUMERS MAKING POOR CHOICES WITH THEIR PURCHASES,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/bri2ame/Q020__BRE031__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/bri2ame/Q020__BRE031__phonos.wav,Selected,bri2ame::BRE031::r1_epoch13::RMS,r1_epoch13,RMS,north_american,52.27853059768677,4.2415247,/data/waris/code/PHONOSv2/evaluation/final/british/f_07060/wav/sof_07060_00442867994.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/bri2ame/BRE031/r1_epoch13/RMS.wav,,bri2ame::BRE031::r1_epoch13::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,5.205375,5.22,3.005,0.8731784820556641
Q001,INE003,ind2ame,Indian to American,quill pens are still used today mainly by professional scribes and calligraphers.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q001__INE003__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q001__INE003__phonos.wav,Selected,ind2ame::INE003::r1_epoch13::SLT,r1_epoch13,SLT,north_american,47.78246879577636,4.712494,/data/waris/code/PHONOSv2/evaluation/final/indian/S_006449/wav/00386629_000010.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE003/r1_epoch13/SLT.wav,,ind2ame::INE003::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.276,5.28,3.355,0.9022178053855896
Q002,INE006,ind2ame,Indian to American,natalia lafourcade has also appeared on other songs with various other artists.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q002__INE006__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q002__INE006__phonos.wav,Selected,ind2ame::INE006::r6_epoch05::RMS,r6_epoch05,RMS,north_american,81.60398602485657,4.046078,/data/waris/code/PHONOSv2/evaluation/final/indian/S_007619/wav/00315300_000013.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE006/r6_epoch05/RMS.wav,,ind2ame::INE006::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,5.084,5.1,3.005,0.8908976316452026
Q003,INE045,ind2ame,Indian to American,the issuance of a tornado warning indicates that residents should take immediate safety precautions.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q003__INE045__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q003__INE045__phonos.wav,Selected,ind2ame::INE045::r1_epoch13::SLT,r1_epoch13,SLT,north_american,51.77318453788757,4.6858974,/data/waris/code/PHONOSv2/evaluation/final/indian/S_013550/wav/00289817_000011.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE045/r1_epoch13/SLT.wav,,ind2ame::INE045::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,6.204,6.22,3.355,0.8615273833274841
Q004,INE011,ind2ame,Indian to American,the number of archived stories quickly exploded from hundreds to thousands.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q004__INE011__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q004__INE011__phonos.wav,Selected,ind2ame::INE011::r1_epoch13::SLT,r1_epoch13,SLT,north_american,51.82972550392151,4.724655,/data/waris/code/PHONOSv2/evaluation/final/indian/S_000224/wav/00451058_000012.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE011/r1_epoch13/SLT.wav,,ind2ame::INE011::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.052,5.06,3.355,0.8747506737709045
Q005,INE013,ind2ame,Indian to American,security was upgraded in support of the increased tactical operations at the base.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q005__INE013__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q005__INE013__phonos.wav,Selected,ind2ame::INE013::r6_epoch05::RMS,r6_epoch05,RMS,north_american,79.4816792011261,4.282057,/data/waris/code/PHONOSv2/evaluation/final/indian/S_012003/wav/00329016_000000.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE013/r6_epoch05/RMS.wav,,ind2ame::INE013::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,5.6280625,5.64,3.005,0.8787174820899963
Q006,INE014,ind2ame,Indian to American,a mailman poses with his cart in front of a residential building.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q006__INE014__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q006__INE014__phonos.wav,Selected,ind2ame::INE014::r1_epoch13::SLT,r1_epoch13,SLT,north_american,47.41563498973846,4.771804,/data/waris/code/PHONOSv2/evaluation/final/indian/S_021107/wav/00161295_000010.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE014/r1_epoch13/SLT.wav,,ind2ame::INE014::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.724,5.74,3.355,0.8631267547607422
Q007,INE019,ind2ame,Indian to American,constellations containing stars that rise and set were incorporated into early calendars or zodiacs.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q007__INE019__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q007__INE019__phonos.wav,Selected,ind2ame::INE019::r6_epoch05::RMS,r6_epoch05,RMS,north_american,91.17665886878969,4.2298045,/data/waris/code/PHONOSv2/evaluation/final/indian/S_011140/wav/00369613_000022.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE019/r6_epoch05/RMS.wav,,ind2ame::INE019::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,6.7480625,6.76,3.005,0.8942323923110962
Q008,INE021,ind2ame,Indian to American,they adopted a more traditional approach to black metal by incorporating raw characteristics.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q008__INE021__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q008__INE021__phonos.wav,Selected,ind2ame::INE021::r6_epoch05::RMS,r6_epoch05,RMS,north_american,81.12030625343323,4.348933,/data/waris/code/PHONOSv2/evaluation/final/indian/S_020229/wav/00435837_000009.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE021/r6_epoch05/RMS.wav,,ind2ame::INE021::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,5.02,5.02,3.005,0.8724673986434937
Q009,INE022,ind2ame,Indian to American,the number of archived stories quickly exploded from hundreds to thousands.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q009__INE022__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q009__INE022__phonos.wav,Selected,ind2ame::INE022::r3_epoch06::SLT,r3_epoch06,SLT,north_american,58.87473821640015,4.6591578,/data/waris/code/PHONOSv2/evaluation/final/indian/S_006458/wav/00033847_000018.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE022/r3_epoch06/SLT.wav,,ind2ame::INE022::r3_epoch06::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.0840625,5.1,3.355,0.8900505900382996
Q010,INE023,ind2ame,Indian to American,"his chief characteristics are extreme refinement and charm, poetic sentiment, and beauty of surface.",https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q010__INE023__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q010__INE023__phonos.wav,Selected,ind2ame::INE023::r6_epoch05::RMS,r6_epoch05,RMS,north_american,67.50439405441284,4.454605,/data/waris/code/PHONOSv2/evaluation/final/indian/S_008532/wav/00469932_000036.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE023/r6_epoch05/RMS.wav,,ind2ame::INE023::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,6.364,6.38,3.005,0.8948308825492859
Q011,INE029,ind2ame,Indian to American,carotenoids are the precursors of important fragrance compounds in several flowers.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q011__INE029__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q011__INE029__phonos.wav,Selected,ind2ame::INE029::r1_epoch13::SLT,r1_epoch13,SLT,north_american,63.90441060066223,4.706958,/data/waris/code/PHONOSv2/evaluation/final/indian/S_021581/wav/00305060_000030.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE029/r1_epoch13/SLT.wav,,ind2ame::INE029::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.116,5.12,3.355,0.8882033228874207
Q012,INE060,ind2ame,Indian to American,he later became the atlanta ballet's associate director and resident choreographer.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q012__INE060__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q012__INE060__phonos.wav,Selected,ind2ame::INE060::r6_epoch05::RMS,r6_epoch05,RMS,north_american,74.25999045372009,4.1921678,/data/waris/code/PHONOSv2/evaluation/final/indian/S_001409/wav/00054254_000507.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE060/r6_epoch05/RMS.wav,,ind2ame::INE060::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,5.084,5.1,3.005,0.8864121437072754
Q013,INE032,ind2ame,Indian to American,central to sheridan's work was his emphasis on the importance of tones to eloquence.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q013__INE032__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q013__INE032__phonos.wav,Selected,ind2ame::INE032::r6_epoch05::RMS,r6_epoch05,RMS,australasian,4.43105958402156,4.095475,/data/waris/code/PHONOSv2/evaluation/final/indian/S_003270/wav/00399225_000009.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE032/r6_epoch05/RMS.wav,,ind2ame::INE032::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,0,5.724,5.74,3.005,0.858898401260376
Q014,INE034,ind2ame,Indian to American,of major interest was the extremely strong thread of egalitarianism in the new testament.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q014__INE034__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q014__INE034__phonos.wav,Selected,ind2ame::INE034::r3_epoch06::SLT,r3_epoch06,SLT,north_american,76.24017000198364,4.707917,/data/waris/code/PHONOSv2/evaluation/final/indian/S_014045/wav/00378145_000027.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE034/r3_epoch06/SLT.wav,,ind2ame::INE034::r3_epoch06::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.7560625,5.76,3.355,0.8888510465621948
Q015,INE038,ind2ame,Indian to American,he was educated at the university of arizona at tucson on a football scholarship.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q015__INE038__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q015__INE038__phonos.wav,Selected,ind2ame::INE038::r6_epoch05::RMS,r6_epoch05,RMS,australasian,8.98370817303657,4.1251616,/data/waris/code/PHONOSv2/evaluation/final/indian/S_001955/wav/00452698_000006.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE038/r6_epoch05/RMS.wav,,ind2ame::INE038::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,0,5.7880625,5.8,3.005,0.8740966320037842
Q016,INE010,ind2ame,Indian to American,blandy promptly ordered that all further decontamination work be discontinued.,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q016__INE010__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/ind2ame/Q016__INE010__phonos.wav,Selected,ind2ame::INE010::r6_epoch05::SLT,r6_epoch05,SLT,north_american,47.21639454364776,4.2691536,/data/waris/code/PHONOSv2/evaluation/final/indian/S_009457/wav/00485948_000074.v2.vad.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/ind2ame/INE010/r6_epoch05/SLT.wav,,ind2ame::INE010::r6_epoch05::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.692,5.7,3.355,0.8885299563407898
Q001,SPE002,spn2ame,Spanish to American,AS YOU CAN SEE SOFIT IS THE CURRENT LAYER BUT IF WE USE A DIMENSION,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q001__SPE002__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q001__SPE002__phonos.wav,Selected,spn2ame::SPE002::r1_epoch13::SLT,r1_epoch13,SLT,north_american,31.76197111606598,4.7332344,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_HfWbNslGHCI_SPEAKER_00/wav/EN_HfWbNslGHCI_W000005.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE002/r1_epoch13/SLT.wav,,spn2ame::SPE002::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.535,5.54,3.355,0.825157105922699
Q002,SPE005,spn2ame,Spanish to American,ANOTHER NEW ADDED GATE AND AS YOU CAN SEE FROM HERE THE RAILING GATES,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q002__SPE005__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q002__SPE005__phonos.wav,Selected,spn2ame::SPE005::r6_epoch05::RMS,r6_epoch05,RMS,north_american,67.60895252227783,4.0520415,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_KettsRGcE68_SPEAKER_00/wav/EN_KettsRGcE68_W000016.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE005/r6_epoch05/RMS.wav,,spn2ame::SPE005::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,5.789,5.8,3.005,0.8864073157310486
Q003,SPE008,spn2ame,Spanish to American,easier and that there is also ways for tracking the impact that each,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q003__SPE008__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q003__SPE008__phonos.wav,Selected,spn2ame::SPE008::r6_epoch05::SLT,r6_epoch05,SLT,spanish,27.35975682735443,4.2768927,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_pXdtaELXDkg_SPEAKER_17/wav/EN_pXdtaELXDkg_W000092_0001.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE008/r6_epoch05/SLT.wav,,spn2ame::SPE008::r6_epoch05::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,0,5.08,5.08,3.355,0.8805004954338074
Q004,SPE044,spn2ame,Spanish to American,THEN PUT THE SALT IN THE BOWL WHERE YOU ALREADY HAVE THE SALTED VEGETABLES AND MIX ALL TOGETHER WITH A SPOON,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q004__SPE044__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q004__SPE044__phonos.wav,Selected,spn2ame::SPE044::r6_epoch05::SLT,r6_epoch05,SLT,north_american,29.11757230758667,4.627098,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_mKztA94WeYA_SPEAKER_00/wav/EN_mKztA94WeYA_W000019.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE044/r6_epoch05/SLT.wav,,spn2ame::SPE044::r6_epoch05::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.008,5.02,3.355,0.8710582852363586
Q006,SPE047,spn2ame,Spanish to American,at lower levels so we really can represent humanity,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q006__SPE047__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q006__SPE047__phonos.wav,Selected,spn2ame::SPE047::r6_epoch05::RMS,r6_epoch05,RMS,spanish,13.137456774711609,4.167193,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_X2SSCC3hfwU_SPEAKER_08/wav/EN_X2SSCC3hfwU_W000275_0002.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE047/r6_epoch05/RMS.wav,,spn2ame::SPE047::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,0,5.01,5.02,3.005,0.847435474395752
Q007,SPE018,spn2ame,Spanish to American,AND I THOUGHT THIS DETAIL WOULD BE INTERESTING TO SHOW AND I GOT QUITE A LOT OF RESPONSE,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q007__SPE018__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q007__SPE018__phonos.wav,Selected,spn2ame::SPE018::r1_epoch13::SLT,r1_epoch13,SLT,north_american,22.120001912117,4.7042713,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_-wK9F2th9T0_SPEAKER_03/wav/EN_-wK9F2th9T0_W000069.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE018/r1_epoch13/SLT.wav,,spn2ame::SPE018::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,6.028,6.04,3.355,0.8507804870605469
Q008,SPE017,spn2ame,Spanish to American,project is about sustainable food in nursery schools in spain,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q008__SPE017__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q008__SPE017__phonos.wav,Selected,spn2ame::SPE017::r3_epoch06::SLT,r3_epoch06,SLT,north_american,72.2236692905426,4.6963177,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_7vGQLMaLmcQ_SPEAKER_00/wav/EN_7vGQLMaLmcQ_W000001_0001.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE017/r3_epoch06/SLT.wav,,spn2ame::SPE017::r3_epoch06::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.3,5.3,3.355,0.8436295390129089
Q009,SPE057,spn2ame,Spanish to American,IN INDIA IT IS UNFORTUNATELY ONLY THE WOMEN WHO CARRY WATER,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q009__SPE057__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q009__SPE057__phonos.wav,Selected,spn2ame::SPE057::r6_epoch05::RMS,r6_epoch05,RMS,north_american,82.64215588569641,3.87315,/data/waris/code/PHONOSv2/evaluation/final/spanish/Portuguese_G00663/wav/G00663S1050.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE057/r6_epoch05/RMS.wav,,spn2ame::SPE057::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,6.4031875,6.42,3.005,0.8450163006782532
Q010,SPE030,spn2ame,Spanish to American,please check the description it also contains on how to install different drivers,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q010__SPE030__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q010__SPE030__phonos.wav,Selected,spn2ame::SPE030::r6_epoch05::RMS,r6_epoch05,RMS,north_american,61.587899923324585,4.0568686,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_esEl7EWvNUE_SPEAKER_00/wav/EN_esEl7EWvNUE_W000046_0001.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE030/r6_epoch05/RMS.wav,,spn2ame::SPE030::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,5.3,5.3,3.005,0.8762235045433044
Q012,SPE058,spn2ame,Spanish to American,I REALIZED AFTER BEING IN TAIWAN ALMOST YEARS HOW SOPHISTICATED THE PEOPLE HAS BECOME REALLY,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q012__SPE058__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q012__SPE058__phonos.wav,Selected,spn2ame::SPE058::r6_epoch05::RMS,r6_epoch05,RMS,north_american,50.74607729911804,4.0184627,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_8oMYmbRdCog_SPEAKER_00/wav/EN_8oMYmbRdCog_W000005.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE058/r6_epoch05/RMS.wav,,spn2ame::SPE058::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,6.716,6.72,3.005,0.8910803198814392
Q013,SPE056,spn2ame,Spanish to American,IT EXACERBATES STIGMA PREJUDICE AND STEREOTYPES BUT NOTICE VOICES BETTER,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q013__SPE056__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q013__SPE056__phonos.wav,Selected,spn2ame::SPE056::r1_epoch13::SLT,r1_epoch13,SLT,north_american,62.72075772285461,4.5104537,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_xHHTlxYqRs4_SPEAKER_00/wav/EN_xHHTlxYqRs4_W000012.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE056/r1_epoch13/SLT.wav,,spn2ame::SPE056::r1_epoch13::SLT,/data/waris/code/PHONOSv2/evaluation/speakers/ame/SLT.wav,1,5.739,5.74,3.355,0.8598881959915161
Q014,SPE055,spn2ame,Spanish to American,THE MAYBE THE SHOES THAT THE GOALKEEPER WAS USING THEY DID NOT WEAR OUT A LOT BECAUSE THE GOALKEEPER DOES NOT MOVE A LOT,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q014__SPE055__source.wav,https://anonymousis23.github.io/UserStudy/PHONOS-TASLP26/accent/phonos_review_samples/spn2ame/Q014__SPE055__phonos.wav,Selected,spn2ame::SPE055::r6_epoch05::RMS,r6_epoch05,RMS,north_american,58.91069769859314,4.1175795,/data/waris/code/PHONOSv2/evaluation/final/spanish/EN_QtFiwXxCSjy_SPEAKER_00/wav/EN_QtFiwXxCSjy_W000011.wav,/data/waris/code/PHONOSv2/evaluation/matched_subjective/phonos_candidate_review/audio/spn2ame/SPE055/r6_epoch05/RMS.wav,,spn2ame::SPE055::r6_epoch05::RMS,/data/waris/code/PHONOSv2/evaluation/speakers/ame/RMS.wav,1,7.437,7.44,3.005,0.8789057731628418
